handle,period_start,period_end,period_days,followers,reel_views,accounts_reached,likes,comments,reposts,shares,saves,reels_posted,avg_views_per_reel,reach_multiplier,virality_ratio,engagement_rate_on_reach,comment_like_ratio,save_rate,share_rate,gender_female_pct,gender_male_pct,age_13_17_pct,age_18_24_pct,age_25_34_pct,age_35_44_pct,age_45_54_pct,age_55_64_pct,age_65plus_pct,country_1,country_1_pct,country_2,country_2_pct,country_3,country_3_pct,country_4,country_4_pct,country_5,country_5_pct,city_1,city_1_pct,city_2,city_2_pct,city_3,city_3_pct,city_4,city_4_pct,city_5,city_5_pct,creator_location,niche,brand_partnerships
aneela_veldi,2026-03-25,2026-06-23,90,5112,1000000,628000,43000,1900,611,2800,857,78,12820.5,122.8,195.6,7.73,4.42,0.14,0.45,31.5,68.5,1.9,14.3,62.2,17.3,3.2,0.6,0.6,India,68.2,United States,13.7,United Kingdom,6.5,United Arab Emirates,2.6,Canada,1.1,Hyderabad,16.9,Chanda Nagar,9.0,Bangalore,8.1,Chennai,7.2,Chicago,5.4,Chicago USA,Beauty/Lifestyle/Travel,"Thayers,Frankly,YesStyle,Deeva Nail,iUNIK,Capriccio Events"
